http://static.inaturalist.org/photos/3209/medium.jpg,Red-winged Blackbird
http://static.inaturalist.org/photos/3364/medium.jpg,American Crow
http://static.inaturalist.org/photos/13056/medium.jpg,Northern Cardinal
http://static.inaturalist.org/photos/13057/medium.jpg,Northern Cardinal
http://static.inaturalist.org/photos/13058/medium.jpg,American Robin
http://static.inaturalist.org/photos/13060/medium.jpg,Carolina Chickadee
http://static.inaturalist.org/photos/13061/medium.jpg,Chipping Sparrow
http://static.inaturalist.org/photos/13242/medium.jpg,American Robin
http://static.inaturalist.org/photos/13814/medium.jpg,American Robin
http://static.inaturalist.org/photos/15409/medium.jpg,Barn Swallow
http://static.inaturalist.org/photos/15692/medium.jpg,Eastern Bluebird
https://inaturalist-open-data.s3.amazonaws.com/photos/125117/medium.JPG,American Robin
https://inaturalist-open-data.s3.amazonaws.com/photos/125115/medium.JPG,Boat-tailed Grackle
https://inaturalist-open-data.s3.amazonaws.com/photos/125111/medium.JPG,Brown Thrasher
https://inaturalist-open-data.s3.amazonaws.com/photos/125110/medium.JPG,Blue Jay
https://inaturalist-open-data.s3.amazonaws.com/photos/125108/medium.JPG,Northern Cardinal
https://inaturalist-open-data.s3.amazonaws.com/photos/125118/medium.JPG,Carolina Wren
https://inaturalist-open-data.s3.amazonaws.com/photos/140004/medium.jpg,American Robin
http://static.inaturalist.org/photos/191235/medium.jpg,Yellow-throated Warbler
https://inaturalist-open-data.s3.amazonaws.com/photos/193651/medium.jpg,American Crow
https://inaturalist-open-data.s3.amazonaws.com/photos/193653/medium.jpg,European Starling
https://inaturalist-open-data.s3.amazonaws.com/photos/193654/medium.jpg,House Sparrow
https://inaturalist-open-data.s3.amazonaws.com/photos/193655/medium.jpg,Eastern Bluebird
https://inaturalist-open-data.s3.amazonaws.com/photos/193662/medium.jpg,Common Yellowthroat
https://inaturalist-open-data.s3.amazonaws.com/photos/193665/medium.jpg,Pine Warbler
https://inaturalist-open-data.s3.amazonaws.com/photos/193666/medium.jpg,Eastern Phoebe
http://static.inaturalist.org/photos/194811/medium.JPG,Loggerhead Shrike
http://static.inaturalist.org/photos/202258/medium.JPG,Eastern Bluebird
http://static.inaturalist.org/photos/213310/medium.JPG,Boat-tailed Grackle
https://inaturalist-open-data.s3.amazonaws.com/photos/310107/medium.JPG,Yellow-rumped Warbler
https://inaturalist-open-data.s3.amazonaws.com/photos/317996/medium.jpg,American Robin
https://inaturalist-open-data.s3.amazonaws.com/photos/318002/medium.jpg,Northern Cardinal
https://inaturalist-open-data.s3.amazonaws.com/photos/318008/medium.jpg,Northern Mockingbird
https://inaturalist-open-data.s3.amazonaws.com/photos/362095/medium.JPG,Yellow-rumped Warbler
https://inaturalist-open-data.s3.amazonaws.com/photos/362652/medium.JPG,Blue-gray Gnatcatcher
https://inaturalist-open-data.s3.amazonaws.com/photos/362654/medium.JPG,Carolina Wren
https://inaturalist-open-data.s3.amazonaws.com/photos/362656/medium.JPG,Northern Cardinal
https://inaturalist-open-data.s3.amazonaws.com/photos/362657/medium.JPG,Chipping Sparrow
https://inaturalist-open-data.s3.amazonaws.com/photos/362704/medium.JPG,Eastern Bluebird
https://inaturalist-open-data.s3.amazonaws.com/photos/362706/medium.JPG,Blue Grosbeak
https://inaturalist-open-data.s3.amazonaws.com/photos/362709/medium.JPG,Chipping Sparrow
https://inaturalist-open-data.s3.amazonaws.com/photos/362710/medium.JPG,Brown Thrasher
https://inaturalist-open-data.s3.amazonaws.com/photos/362712/medium.JPG,Palm Warbler
https://inaturalist-open-data.s3.amazonaws.com/photos/362730/medium.JPG,Eastern Kingbird
https://inaturalist-open-data.s3.amazonaws.com/photos/391632/medium.jpg,Northern Cardinal
http://static.inaturalist.org/photos/431173/medium.jpg,Song Sparrow
https://inaturalist-open-data.s3.amazonaws.com/photos/442587/medium.JPG,Gray Catbird
https://inaturalist-open-data.s3.amazonaws.com/photos/444972/medium.JPG,Blue Grosbeak
https://inaturalist-open-data.s3.amazonaws.com/photos/444986/medium.JPG,Red-winged Blackbird
https://inaturalist-open-data.s3.amazonaws.com/photos/451886/medium.JPG,Boat-tailed Grackle
https://inaturalist-open-data.s3.amazonaws.com/photos/491532/medium.jpg,Northern Mockingbird
http://static.inaturalist.org/photos/541793/medium.jpg,Northern Cardinal
https://inaturalist-open-data.s3.amazonaws.com/photos/568746/medium.jpg,Eastern Bluebird
https://inaturalist-open-data.s3.amazonaws.com/photos/611963/medium.JPG,Northern Cardinal
https://inaturalist-open-data.s3.amazonaws.com/photos/675117/medium.JPG,Song Sparrow
https://inaturalist-open-data.s3.amazonaws.com/photos/675161/medium.JPG,Brown Thrasher
https://inaturalist-open-data.s3.amazonaws.com/photos/675168/medium.JPG,White-breasted Nuthatch
https://inaturalist-open-data.s3.amazonaws.com/photos/675170/medium.JPG,Dark-eyed Junco
https://inaturalist-open-data.s3.amazonaws.com/photos/675181/medium.JPG,Tufted Titmouse
https://inaturalist-open-data.s3.amazonaws.com/photos/681027/medium.JPG,White-breasted Nuthatch
https://inaturalist-open-data.s3.amazonaws.com/photos/680973/medium.JPG,Eastern Towhee
https://inaturalist-open-data.s3.amazonaws.com/photos/681032/medium.JPG,Tufted Titmouse
https://inaturalist-open-data.s3.amazonaws.com/photos/681658/medium.JPG,Hermit Thrush
https://inaturalist-open-data.s3.amazonaws.com/photos/684459/medium.jpg,Painted Bunting
https://inaturalist-open-data.s3.amazonaws.com/photos/684504/medium.jpg,Yellow-throated Warbler
https://inaturalist-open-data.s3.amazonaws.com/photos/689832/medium.jpg,Eastern Bluebird
https://inaturalist-open-data.s3.amazonaws.com/photos/702583/medium.jpg,Northern Parula
https://inaturalist-open-data.s3.amazonaws.com/photos/702586/medium.jpg,White-eyed Vireo
